Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
Intra-state (civil) wars,Ili Uprising of 1944-1945,Civil war - over local issues: China vs. East Turkestan Republic,1944,1945,30000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Croatian Independence War of 1991-1992,Civil war - over local issues: Yugoslavia vs. Croatia,1991,1992,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Turkey-PKK War of 1991-1999,Civil war - over local issues: Turkey vs. Kurds,1991,1999,28057,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Yemeni Imamate Rebellion of 1902-1906,Civil war - over local issues: Ottoman Empire vs. Zaidi Imamate,1902,1906,45000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Ilinden War of 1902-1903,Civil war - over local issues: Ottoman Empire vs. IMRO,1902,1903,6000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Forest Brethren War of 1945-1949,Civil war - over local issues: USSR vs. Baltic Partisans,1945,1949,50000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bosnia and Bulgaria Revolt of 1875-1876,Civil war - over local issues: Ottoman Empire vs. Bosnia-Herzegovina and Bulgaria,1875,1876,23000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Nagorno-Karabakh War of 1991-1993,"Civil war - over local issues: Azerbaijan vs. Armenia, Nagorno-Karabakh",1991,1993,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fifth Iraqi  Kurds War of 1985-1988,"Civil war - over local issues: Iraq vs. Iran, Kurds",1985,1988,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Tibetan Khamba Rebellion of 1956-1959,Civil war - over local issues: China vs. Khamba Tibetans,1956,1959,20000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Philippine-Moro War of 2003,Civil war - over local issues: Philippines vs. MILF & ASG,2003,2003,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Asir-Yemen Revolt of 1909-1911,Civil war - over local issues: Ottoman Empire vs. Asir and Yemen Rebels,1909,1911,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Shaikh Said's Rebellion of 1925,Civil war - over local issues: Turkey vs. Zaza Kurds,1925,1925,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bosnian-Serb Rebellion of 1992-1995,"Civil war - over local issues: United States, Croatia, Bosnia vs. Croatia, Bosnian Serbs",1992,1994,48953,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Buenos Aires War of 1880,Civil war - over local issues: Argentina vs. Buenos Aires,1880,1880,1375,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Pakistan - Bengal War of 1971,"Civil war - over local issues: Pakistan vs. India, Bengalis",1971,1971,20000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,South Moluccas War of 1950,Civil war - over local issues: Indonesia vs. Republik Maluku Selan,1950,1950,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Sri Lanka Tamil War of 2006-2009,Civil war - over local issues: Sri Lanka vs. LTTE,2006,2009,20000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Gansu Muslim Revolt of 1928-1929,Civil war - over local issues: China vs. Gansu Muslims,1928,1929,20000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Indian Golden Temple War of 1984,Civil war - over local issues: India vs. Sikh Rebels,1984,1984,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Cuban Black Uprising of 1912,Civil war - over local issues: Cuba vs. Partido Independiente de Color,1912,1912,1050,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First West Papua War of 1967-1968,Civil war - over local issues: Indonesia vs. OPM,1967,1968,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Ogaden War of 1963-1964,"Civil war - over local issues: Ethiopia vs. Somalia, OLF",1963,1964,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second West Papua War of 1977-1978,Civil war - over local issues: Indonesia vs. OPM,1977,1978,1600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Dhofar Rebellion phase 2 of 1973-1975,"Civil war - over local issues: United Kingdom, Iran, Oman vs. PFLOAG",1973,1975,3235,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Ogaden War phase 3 of 1978-1980,"Civil war - over local issues: Cuba, Ethiopia vs. Somalia, Ogaden Independence Movement",1978,1980,22000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Yaqui War of 1899-1900,Civil war - over local issues: Mexico vs. Yaqui,1899,1900,1180,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Kachin Rebellion of 2011-2013,Civil war - over local issues: Myanmar vs. KIA,2011,2013,1700,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Xinjiang Revolt of 1932-1933,Civil war - over local issues: China vs. Xinjiang,1932,1934,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Xinjiang Revolt of 1932-1934,Civil war - over local issues:  vs. USSR,1933,1934,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Southern China Revolt of 1917-1918,Civil war - over local issues: China vs. CPA,1917,1918,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Druze Rebellion of 1895-1896,Civil war - over local issues: Ottoman Empire vs. Druzes,1895,1896,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Ogaden War phase 1 of 1976-1977,"Civil war - over local issues: Ethiopia vs. Somalia, WSLF",1976,1977,1300,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Saudi Revolt of 1904,Civil war - over local issues: Ottoman Empire vs. Ibn Saud-led Rebels,1904,1904,2500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Ararat Revolt of  1930,Civil war - over local issues: Turkey vs. Kurds,1930,1930,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Waziristan War of 2007-present,"Civil war - over local issues: United States, Pakistan vs. Taliban",2007,,34146,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Aceh War of 1999-2004,Civil war - over local issues: Indonesia vs. GAM,1999,2004,5500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Dniestrian Independence War of 1991-1992,"Civil war - over local issues: Moldova vs. USSR, Dniestria",1991,1992,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Iraqi Kurds War of 1965-1966,Civil war - over local issues: Iraq vs. KDP Factions,1965,1966,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Iraqi Kurds War of 1968-1970,Civil war - over local issues: Iraq vs. KDP-Barzani,1968,1970,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Polish Ukrainians War of 1945-1947,"Civil war - over local issues: Poland, USSR vs. UPA",1945,1947,21800,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Quintana Roo War of 1899-1901,Civil war - over local issues: Mexico vs. Mayan Cruzob,1899,1901,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Sri Lanka Tamil War of 1983-1987,Civil war - over local issues: Sri Lanka vs. Tamil Rebels,1983,1987,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Oromo Liberation War of 1999,Civil war - over local issues: Ethiopia vs. OLF,1999,1999,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bougainville Secessionist War of 1990-1991,Civil war - over local issues: Papua New Guinea vs. BRA,1990,1991,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Ukrainian Partisans War of 1945-1947,Civil war - over local issues: USSR vs. UPA,1945,1947,81600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Albanian Revolt of 1910-1912,Civil war - over local issues: Ottoman Empire vs. Albanians,1910,1912,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First DRC War of 1960-1963,"Civil war - over local issues: Democratic Republic of the Congo vs. Belgium, Anti-Lumumba Coalition",1960,1960,2550,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Huk Rebellion of 1950-1954,Civil war - over local issues: Philippines vs. Huks,1950,1954,11273,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Darfur Rebellion of 2003-2006,Civil war - over local issues: Sudan vs. SLA & JEM,2003,2006,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Philippine-Moro War of 2000-2001,Civil war - over local issues: Philippines vs. MILF & ASG,2000,2001,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Croatia-Krajina War of 1995,Civil war - over local issues: Croatia vs. Krajinia Serbs,1995,1995,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Uganda War of 1966,Civil war - over local issues: Uganda vs. Buganda,1966,1966,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Abkhazia Revolt of 1992-1994,"Civil war - over local issues: Georgia vs. USSR, Abkhazia",1992,1994,8046,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Dagestan Rebellion of 1920-1921,Civil war - over local issues: Soviet Russian Republic vs. Sharia Army,1920,1921,19688,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sixth Iraqi Kurds War of 1991,Civil war - over local issues: Iraq vs. Kurds,1991,1991,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Lebanon Insurgency of 1840,Regional internal: Egypt vs. Lebanese Maronites and Druze,1840,1840,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Minnesota-Sioux- War of 1862,Regional internal: Minnesota vs. Santee Sioux,1862,1862,1121,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Yunnan-Sichuan War of 1920,Regional internal: Sichuan vs. Yunnan-Guizhou Forces,1920,1920,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Egypt-Mehdi War of 1824,Regional internal: Egypt vs. Mehdi Army,1824,1824,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Western Ukrainian War of 1918-1919,"Regional internal: Western Ukraine vs. Ukranian Poles, Poland",1918,1919,2500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Kumul Rebellion of 1931-1932,Regional internal: Xinjiang vs. Kumuliks and Allies,1931,1932,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Mayan Caste War phase 1 of 1847-1848,Regional internal: Yucatan vs. Mayans,1847,1848,4300,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Egyptian Taka Expedition of 1831,Regional internal: Egypt vs. Hadendowa Tribe,1831,1831,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Cultural Revolution phase 1 of 1967,Regional internal: Regional Militaries vs. Red Guards,1967,1967,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Druze Rebellion of 1837-1838,Regional internal: Egypt vs. Druzes,1837,1838,17000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sidon-Damascus War of 1821-1822,Regional internal: Damascus and Aleppo vs. Sidon,1821,1822,1240,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Palestinian Anti-Conscription Revolt of 1834,Regional internal: Egypt vs. Palestinians and Bedouins,1834,1834,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Yunnan-Sichuan War of 1917,Regional internal: Sichuan vs. Yunnan and Guizhou,1917,1917,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Masisi War of 1993,Intercommunal: Banyarwanda Militia vs. Bangilima Militia,1993,1993,3500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Italian Fascist War of 1920-1922,Intercommunal: Blackshirts vs. Leftists,1920,1922,3300,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Anti-Fengtien War of 1925-1926,Intercommunal: Guominjun vs. Fengtien Army,1925,1926,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Maluku War of 1999-2002,Intercommunal: Laskar Jihad vs. Christian militia,1999,2002,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Labrang War of 1925-1926,Intercommunal: Golok Tibetans vs. Gansu Muslims,1925,1926,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,SPLM/A Division (Dinka-Nuer) War of 1991-1992,Intercommunal: SPLA-Garang vs. SPLA-Nasir and Anya Nya II,1991,1992,1200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Kashgarian - Tungan War of 1870,Intercommunal: Kashgarians vs. Urumchi Tungans,1870,1870,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sparticist Rising of 1919,Intercommunal: Freikorps vs. Socialists,1919,1919,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Eritrean Split of 1972-1974,Intercommunal: ELF vs. EPLF,1972,1974,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Maronite-Druze War of 1845,Intercommunal: Maronites vs. Druzes,1845,1845,1050,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Jukun - Tiv War of 1991-1992,Intercommunal: Jukun vs. Tiv,1991,1992,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Somaliland War of 1992,Intercommunal: Tur Loyalists vs. Other Clan Militias,1992,1992,1300,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Somaliland War of 1994 to 1995,Intercommunal: Somaliland vs. Garhaji Militias,1994,1995,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Inkatha-ANC War of 1987-1994,Intercommunal: Inkatha vs. ANC,1987,1994,13000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Nigeria Christian - Muslim War of 2004,Intercommunal: Christian Tarok vs. Muslim Fulani,2004,2004,1650,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Kashgarian - Tungan War of 1871-1872,Intercommunal: Kashgarians vs. Urumchi Tungans,1871,1872,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Lebanese War of 1975-1976,"Intercommunal: Maronite militias, Syria vs. Lebanese National Movement",1975,1976,15000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First KMT-CCP War of 1927,Intercommunal: GMD vs. CCP,1927,1927,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Kashgar-Khotan War of 1867,Intercommunal: Kashgar vs. Khotanese,1867,1867,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Iraqi Kurds Internecine War of 1997,Intercommunal: PUK vs. KDP,1997,1997,1200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Maronite-Druze War of 1841,Intercommunal: Maronites vs. Druzes,1841,1841,1363,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Xinjiang Hui-Uyghur War of 1933-1934,Intercommunal: Hui vs. Uyghur and Kirghiz,1933,1934,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,ISIS-al Nusra Front War of 2014,Intercommunal: Islamic State vs. Jabhat al-Nusra,2014,2014,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Maronite-Druze War of 1860,Intercommunal: Maronites vs. Druzes,1860,1860,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Iraqi Kurds Internecine War of 1994-1995,Intercommunal: PUK vs. KDP and IMK,1994,1995,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Lebanese War of 1978,"Intercommunal: Lebanese Forces, Israel vs. Syria, PLO & Shiite militia",1978,1978,3134,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Zhili-Anfu War of 1920,Intercommunal: An-Fu Faction vs. Zhili and Fengtien Factions,1920,1920,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Rada'a War of 2014-present,Intercommunal: Houthi Rebels vs. AQAP,2014,,1350,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
