Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
List of tsunamis,CHILE-SOUTHERN CHILE: 30/01/1950 00:56:32,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1950-01-30,1950-01-30,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-N. NEW ZEALAND: 14/03/1950 18:10:41,Earthquake mag: 5.8; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1950-03-14,1950-03-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PANAMA-OFF COAST: 30/04/1950 23:49:24,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1950-04-30,1950-04-30,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VENEZUELA-EL TOCUYO: 03/08/1950 22:18:22,Earthquake mag: 6.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1950-08-03,1950-08-03,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDIA-INDIA-CHINA: 15/08/1950 14:09:30,Earthquake mag: 8.6; Max water height (m): 0.5; Magnitude (Iida): NADeaths: NA,1950-08-15,1950-08-15,41,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,COSTA RICA-COSTA RICA-NICARAGUA: 05/10/1950 16:09:31,Earthquake mag: 7.7; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1950-10-05,1950-10-05,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-BANDA SEA: 08/10/1950 03:23:09,Earthquake mag: 7.6; Max water height (m): NA; Magnitude (Iida): 1.5Deaths: 1,1950-10-08,1950-10-08,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-MID-NORWAY: 08/10/1950 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1950-10-08,1950-10-08,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GUATEMALA-GUATEMALA: 23/10/1950 16:13:20,Earthquake mag: 7.5; Max water height (m): 0.2; Magnitude (Iida): -1.3Deaths: NA,1950-10-23,1950-10-23,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON SEA: 08/11/1950 02:18:12,Earthquake mag: 7.3; Max water height (m): 1.2; Magnitude (Iida): NADeaths: NA,1950-11-08,1950-11-08,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-VANUATU ISLANDS: 02/12/1950 19:51:49,Earthquake mag: 7.8; Max water height (m): 2.5; Magnitude (Iida): NADeaths: NA,1950-12-02,1950-12-02,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-S. PERU: 10/12/1950 02:50:42,Earthquake mag: 7; Max water height (m): 0.7; Magnitude (Iida): -0.5Deaths: NA,1950-12-10,1950-12-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 14/12/1950 14:15:49,Earthquake mag: 7.5; Max water height (m): 0.3; Magnitude (Iida): -1.5Deaths: NA,1950-12-14,1950-12-14,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-BISMARCK SEA: 22/02/1951 01:45:48.9,Earthquake mag: 6.1; Max water height (m): 6; Magnitude (Iida): NADeaths: NA,1951-02-22,1951-02-22,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 23/02/1951 16:45:NA",Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): 1.6Deaths: NA,1951-02-23,1951-02-23,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NICARAGUA-COSIGUINA VOLCANO: 03/08/1951 00:23:58,Earthquake mag: 6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1951-08-03,1951-08-03,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-HAWAII: 21/08/1951 10:57:00,Earthquake mag: 6.9; Max water height (m): 3.6; Magnitude (Iida): 1.8Deaths: NA,1951-08-21,1951-08-21,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN: 22/10/1951 05:43:01,Earthquake mag: 7.3; Max water height (m): 0.3; Magnitude (Iida): NADeaths: NA,1951-10-22,1951-10-22,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHINA-CHINA: GANSU AND SHANXI PROVINCES: 21/12/1951 08:37:29,Earthquake mag: 6.3; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1951-12-21,1951-12-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-KAVACHI: 22/12/1951 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): 2.6Deaths: NA,1951-12-22,1951-12-22,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-MID-NORWAY: 09/01/1952 08:NA:NA,Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1952-01-09,1952-01-09,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SE. HOKKAIDO ISLAND: 04/03/1952 01:22:41,Earthquake mag: 8.1; Max water height (m): 6.54; Magnitude (Iida): 2.7Deaths: 33,1952-03-04,1952-03-04,218,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SE. HOKKAIDO ISLAND: 09/03/1952 17:04:00,Earthquake mag: 7; Max water height (m): 0.3; Magnitude (Iida): -1.7Deaths: NA,1952-03-09,1952-03-09,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-HAWAII: 17/03/1952 03:58:00,Earthquake mag: 4.5; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1952-03-17,1952-03-17,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PHILIPPINES-E. OF MINDANO, PHILIPPINES: 19/03/1952 10:57:12",Earthquake mag: 7.8; Max water height (m): 0.33; Magnitude (Iida): NADeaths: NA,1952-03-19,1952-03-19,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 10/04/1952 NA:NA:NA",Earthquake mag: NA; Max water height (m): 19.81; Magnitude (Iida): NADeaths: NA,1952-04-10,1952-04-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-LAKE HURON, MI: 06/05/1952 NA:NA:NA",Earthquake mag: NA; Max water height (m): 1.52; Magnitude (Iida): NADeaths: NA,1952-05-06,1952-05-06,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,COSTA RICA-COSTA RICA-PANAMA: 13/05/1952 19:32:00,Earthquake mag: 6.9; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1952-05-13,1952-05-13,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-OFF EAST COAST OF VANUATU: 13/07/1952 11:58:33,Earthquake mag: 6.8; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1952-07-13,1952-07-13,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-MYOJINSHO SUBMARINE VOLCANO: 16/09/1952 02:50:NA,Earthquake mag: NA; Max water height (m): 0.15; Magnitude (Iida): -1Deaths: NA,1952-09-16,1952-09-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-MYOJINSHO SUBMARINE VOLCANO: 23/09/1952 04:20:00,Earthquake mag: NA; Max water height (m): 0.05; Magnitude (Iida): -1Deaths: NA,1952-09-23,1952-09-23,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-MYOJINSHO SUBMARINE VOLCANO: 24/09/1952 03:23:00,Earthquake mag: NA; Max water height (m): 0.15; Magnitude (Iida): -1Deaths: NA,1952-09-24,1952-09-24,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-MYOJINSHO SUBMARINE VOLCANO: 26/09/1952 03:33:00,Earthquake mag: NA; Max water height (m): 0.1; Magnitude (Iida): -1Deaths: NA,1952-09-26,1952-09-26,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 13/10/1952 NA:NA:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1952-10-13,1952-10-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 04/11/1952 16:58:27.9,Earthquake mag: 9; Max water height (m): 23; Magnitude (Iida): 4.2Deaths: 10000,1952-11-04,1952-11-04,327,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREENLAND-SOUTH COAST OF NUUSSUAQ, GREENLAND: 15/12/1952 17:00:NA",Earthquake mag: NA; Max water height (m): 2.5; Magnitude (Iida): NADeaths: 1,1952-12-15,1952-12-15,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 14/02/1953 NA:NA:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1953-02-14,1953-02-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-CENTRAL PERU: 15/02/1953 NA:NA:NA,Earthquake mag: 5.5; Max water height (m): 0.7; Magnitude (Iida): -0.5Deaths: NA,1953-02-15,1953-02-15,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 16/02/1953 11:43:NA",Earthquake mag: NA; Max water height (m): 4.8; Magnitude (Iida): NADeaths: NA,1953-02-16,1953-02-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-MYOJINSHO SUBMARINE VOLCANO: 11/03/1953 NA:NA:NA,Earthquake mag: NA; Max water height (m): 6; Magnitude (Iida): -1Deaths: NA,1953-03-11,1953-03-11,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-N. KURIL ISLANDS: 17/03/1953 13:04:NA,Earthquake mag: 5.8; Max water height (m): 3; Magnitude (Iida): 0.6Deaths: NA,1953-03-17,1953-03-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-MYOJINSHO SUBMARINE VOLCANO: 25/03/1953 NA:NA:NA,Earthquake mag: NA; Max water height (m): 0.05; Magnitude (Iida): -1Deaths: NA,1953-03-25,1953-03-25,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PAPUA NEW GUINEA-RABAUL, NEW BRITAIN: 23/04/1953 16:24:34",Earthquake mag: 7.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1953-04-23,1953-04-23,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 06/05/1953 17:16:43,Earthquake mag: 7.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1953-05-06,1953-05-06,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,DOMINICAN REPUBLIC-PUERTO PLATA: 31/05/1953 19:58:NA,Earthquake mag: 7.2; Max water height (m): 0.06; Magnitude (Iida): -3.3Deaths: NA,1953-05-31,1953-05-31,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-BISMARCK SEA: 27/06/1953 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): 0.5Deaths: NA,1953-06-27,1953-06-27,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-IONIAN SEA: 12/08/1953 09:23:52,Earthquake mag: 7.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1953-08-12,1953-08-12,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 19/08/1953 19:00:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1953-08-19,1953-08-19,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CYPRUS-LEVANTIAN SEA: 10/09/1953 04:06:4.1,Earthquake mag: 6.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1953-09-10,1953-09-10,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,FIJI-FIJI ISLANDS: 14/09/1953 00:26:36,Earthquake mag: 6.4; Max water height (m): 15; Magnitude (Iida): 1Deaths: 5,1953-09-14,1953-09-14,31,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,AUSTRALIA-TASMANIA: 14/11/1953 NA:NA:NA,Earthquake mag: NA; Max water height (m): 2.4; Magnitude (Iida): NADeaths: 1,1953-11-14,1953-11-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KASHIMA, JAPAN: 25/11/1953 17:48:NA",Earthquake mag: 7.4; Max water height (m): 3; Magnitude (Iida): 1.5Deaths: NA,1953-11-25,1953-11-25,33,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-N. PERU: 12/12/1953 17:31:25,Earthquake mag: 7.4; Max water height (m): 1; Magnitude (Iida): -1Deaths: NA,1953-12-12,1953-12-12,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ARGENTINA-MAR DEL PLATA: 21/01/1954 14:00:NA,Earthquake mag: NA; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1954-01-21,1954-01-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHINA-CHINA: GANSU AND SHANXI PROVINCES: 11/02/1954 00:30:15,Earthquake mag: 7.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1954-02-11,1954-02-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ITALY-STROMBOLI ISLAND: NA/02/1954 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,,,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-MICHIGAN CITY, IN (LAKE MICHIGAN): 26/06/1954 NA:NA:NA",Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: 7,1954-06-26,1954-06-26,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ALGERIA-SEA OF ALBORAN: 09/09/1954 01:04:43.4,Earthquake mag: 6.7; Max water height (m): 0.33; Magnitude (Iida): NADeaths: NA,1954-09-09,1954-09-09,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREENLAND-APUTITEQ POINT, GREENLAND: NA/10/1954 NA:NA:NA",Earthquake mag: NA; Max water height (m): 18.28; Magnitude (Iida): 4.2Deaths: NA,,,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-MIYAGI, JAPAN: 18/11/1954 20:44:55",Earthquake mag: 6.1; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1954-11-18,1954-11-18,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VENEZUELA-OFF THE COAST NEAR LA VELA: 18/01/1955 NA:NA:NA,Earthquake mag: 5.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1955-01-18,1955-01-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-VOLOS GULF: 19/04/1955 16:47:19,Earthquake mag: 6.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1955-04-19,1955-04-19,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 19/04/1955 20:24:05,Earthquake mag: 7.1; Max water height (m): 1; Magnitude (Iida): NADeaths: 1,1955-04-19,1955-04-19,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDIA-LITTLE NICOBAR ISLAND: 17/05/1955 14:49:49,Earthquake mag: 7.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1955-05-17,1955-05-17,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 08/09/1955 03:27:14,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1955-09-08,1955-09-08,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"CHINA-JINSHA RIVER, YUNNAN PROVINCE: 23/09/1955 15:06:23",Earthquake mag: 6.8; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1955-09-23,1955-09-23,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-BISMARCK SEA: 10/10/1955 08:57:52.9,Earthquake mag: 7.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1955-10-10,1955-10-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 08/01/1956 20:54:13,Earthquake mag: 7.1; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1956-01-08,1956-01-08,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"NEW ZEALAND-LAKE TAUPO, NORTH ISLAND: 02/03/1956 22:43:NA",Earthquake mag: 5.3; Max water height (m): 0.9; Magnitude (Iida): NADeaths: NA,1956-03-02,1956-03-02,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-NE. HOKKAIDO ISLAND: 05/03/1956 23:29:NA,Earthquake mag: 6.3; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1956-03-05,1956-03-05,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 30/03/1956 06:11:NA,Earthquake mag: NA; Max water height (m): 0.3; Magnitude (Iida): -0.7Deaths: NA,1956-03-30,1956-03-30,13,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-CYCLADES: 09/07/1956 03:11:45.2,Earthquake mag: 7.7; Max water height (m): 30; Magnitude (Iida): 5Deaths: 3,1956-07-09,1956-07-09,100,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREECE-AMORGOS ISLAND, AEGEAN ISLANDS: 09/07/1956 03:24:NA",Earthquake mag: 6.8; Max water height (m): 10; Magnitude (Iida): NADeaths: NA,1956-07-09,1956-07-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-IZU PENINSULA: 12/08/1956 16:59:37.6,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): -1Deaths: NA,1956-08-12,1956-08-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-NORTH AEGEAN: 02/11/1956 16:04:33,Earthquake mag: 5.8; Max water height (m): 1.2; Magnitude (Iida): 0.3Deaths: NA,1956-11-02,1956-11-02,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 18/12/1956 02:31:03,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1956-12-18,1956-12-18,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 09/03/1957 14:22:31.9",Earthquake mag: 8.6; Max water height (m): 32; Magnitude (Iida): 3.9Deaths: 2,1957-03-09,1957-03-09,332,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-NW. IRIAN JAYA: 22/06/1957 23:50:23,Earthquake mag: 7.3; Max water height (m): 1.8; Magnitude (Iida): 0.8Deaths: NA,1957-06-22,1957-06-22,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 28/07/1957 08:40:01,Earthquake mag: 7.9; Max water height (m): 1.3; Magnitude (Iida): 1.3Deaths: NA,1957-07-28,1957-07-28,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 29/07/1957 17:15:14,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1957-07-29,1957-07-29,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SOUTH OF JAVA: 26/09/1957 NA:NA:NA,Earthquake mag: 5.5; Max water height (m): 0.7; Magnitude (Iida): -0.5Deaths: NA,1957-09-26,1957-09-26,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-MAKASSAR STRAIT: 26/10/1957 14:16:57,Earthquake mag: 6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1957-10-26,1957-10-26,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-HAWAII: 01/11/1957 05:00:NA,Earthquake mag: NA; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1957-11-01,1957-11-01,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"SOLOMON ISLANDS-MALAITA ISLAND, SOLOMON ISLANDS: NA/11/1957 NA:NA:NA",Earthquake mag: NA; Max water height (m): 2.7; Magnitude (Iida): 1.4Deaths: NA,,,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ECUADOR-COLOMBIA-ECUADOR: 19/01/1958 14:07:27,Earthquake mag: 7.6; Max water height (m): NA; Magnitude (Iida): NADeaths: 4,1958-01-19,1958-01-19,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHINA-SICHUAN PROVINCE: 07/02/1958 23:23:36,Earthquake mag: 6.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1958-02-07,1958-02-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-PERU: 09/04/1958 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1958-04-09,1958-04-09,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"INDONESIA-BENGKULU, SUMATRA: 21/04/1958 22:37:46",Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1958-04-21,1958-04-21,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-SE. ALASKA, AK: 10/07/1958 06:15:59.9",Earthquake mag: 7.8; Max water height (m): 524.6; Magnitude (Iida): 4.6Deaths: 5,1958-07-10,1958-07-10,17,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-N. KURIL ISLANDS: 17/09/1958 12:24:NA,Earthquake mag: 5; Max water height (m): 0.23; Magnitude (Iida): -2.3Deaths: NA,1958-09-17,1958-09-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-KUWAE VOLCANO: 07/10/1958 10:00:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1958-10-07,1958-10-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PACIFIC OCEAN-EAST PACIFIC RISE: 04/11/1958 22:54:46,Earthquake mag: 6.1; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1958-11-04,1958-11-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 06/11/1958 22:58:8.6,Earthquake mag: 8.3; Max water height (m): 5; Magnitude (Iida): 2Deaths: NA,1958-11-06,1958-11-06,60,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 12/11/1958 20:23:NA,Earthquake mag: 7; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1958-11-12,1958-11-12,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 22/01/1959 05:10:00,Earthquake mag: 6.8; Max water height (m): 0.8; Magnitude (Iida): -0.3Deaths: NA,1959-01-22,1959-01-22,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-N. PERU: 07/02/1959 09:36:51,Earthquake mag: 7.4; Max water height (m): 0.4; Magnitude (Iida): NADeaths: NA,1959-02-07,1959-02-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREECE-GRECIAN ARCHIPELAGO, CRETE: 23/02/1959 NA:NA:NA",Earthquake mag: NA; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1959-02-23,1959-02-23,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 09/04/1959 12:24:20,Earthquake mag: 5; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1959-04-09,1959-04-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 04/05/1959 07:15:42,Earthquake mag: 8.2; Max water height (m): 0.2; Magnitude (Iida): 1Deaths: NA,1959-05-04,1959-05-04,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-NORTHERN NORWAY: 07/05/1959 NA:NA:NA,Earthquake mag: NA; Max water height (m): 4; Magnitude (Iida): NADeaths: NA,1959-05-07,1959-05-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 17/08/1959 21:04:40,Earthquake mag: 7.3; Max water height (m): 1; Magnitude (Iida): 1.3Deaths: NA,1959-08-17,1959-08-17,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-HEGBEN LAKE, MONTANA: 18/08/1959 06:37:13.5",Earthquake mag: 7.5; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1959-08-18,1959-08-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-LAKE BAYKAL (BAIKAL): 29/08/1959 17:03:10,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1959-08-29,1959-08-29,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 26/10/1959 07:35:00,Earthquake mag: 6.7; Max water height (m): 0.11; Magnitude (Iida): -3.3Deaths: NA,1959-10-26,1959-10-26,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-S. PERU: 13/01/1960 15:40:34,Earthquake mag: 7.8; Max water height (m): 5.7; Magnitude (Iida): 2.6Deaths: NA,1960-01-13,1960-01-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MOROCCO-MOROCCO: 29/02/1960 23:40:12,Earthquake mag: 6.8; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1960-02-29,1960-02-29,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 20/03/1960 17:07:30,Earthquake mag: 7.5; Max water height (m): 1; Magnitude (Iida): 0Deaths: NA,1960-03-20,1960-03-20,19,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 23/03/1960 00:23:NA,Earthquake mag: 6.7; Max water height (m): 0.75; Magnitude (Iida): -1Deaths: NA,1960-03-23,1960-03-23,12,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 21/05/1960 10:02:50,Earthquake mag: 8.2; Max water height (m): 0.5; Magnitude (Iida): NADeaths: NA,1960-05-21,1960-05-21,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-SOUTHERN CHILE: 22/05/1960 19:11:17,Earthquake mag: 9.5; Max water height (m): 25; Magnitude (Iida): 4.6Deaths: 2226,1960-05-22,1960-05-22,1279,DOI:10.7289/V5PN93H7,2023-02-02
