Category ID,Category,Event,Event description,Country,
G65,List of volcanic eruptions,"Hakoneyama, 1952",Hakoneyama - Honshu-Japan - Japan - 1952,Japan,
G65,List of volcanic eruptions,"Kita-Bayonnaise, 1952",Kita-Bayonnaise - Izu Is-Japan - Japan - 1952,Japan,
G65,List of volcanic eruptions,"Kita-Bayonnaise, 1952",Kita-Bayonnaise - Izu Is-Japan - Japan - 1952,Japan,
G65,List of volcanic eruptions,"Kita-Bayonnaise, 1952",Kita-Bayonnaise - Izu Is-Japan - Japan - 1952,Japan,
G65,List of volcanic eruptions,"Kita-Bayonnaise, 1952",Kita-Bayonnaise - Izu Is-Japan - Japan - 1952,Japan,
G65,List of volcanic eruptions,"Ambalatungan Group, 1952",Ambalatungan Group - Luzon-Philippines - Philippines - 1952,Philippines,
G65,List of volcanic eruptions,"Kita-Bayonnaise, 1953",Kita-Bayonnaise - Izu Is-Japan - Japan - 1953,Japan,
G65,List of volcanic eruptions,"Merapi, 1953",Merapi - Java - Indonesia - 1953,Indonesia,
G65,List of volcanic eruptions,"Kita-Bayonnaise, 1953",Kita-Bayonnaise - Izu Is-Japan - Japan - 1953,Japan,
G65,List of volcanic eruptions,"Asosan, 1953",Asosan - Kyushu-Japan - Japan - 1953,Japan,
G65,List of volcanic eruptions,"St. Andrew Strait, 1953",St. Andrew Strait - Admiralty Is-SW Paci - Papua New Guinea - 1953,Papua New Guinea,
G65,List of volcanic eruptions,"Sirung, 1953",Sirung - Lesser Sunda Is - Indonesia - 1953,Indonesia,
G65,List of volcanic eruptions,"Hakoneyama, 1953",Hakoneyama - Honshu-Japan - Japan - 1953,Japan,
G65,List of volcanic eruptions,"Izu-Oshima, 1953",Izu-Oshima - Izu Is-Japan - Japan - 1953,Japan,
G65,List of volcanic eruptions,"Ruapehu, 1953",Ruapehu - New Zealand - New Zealand - 1953,New Zealand,
G65,List of volcanic eruptions,"Stromboli, 1954",Stromboli - Italy - Italy - 1954,Italy,
G65,List of volcanic eruptions,"Midagahara, 1954",Midagahara - Honshu-Japan - Japan - 1954,Japan,
G65,List of volcanic eruptions,"Bam, 1954",Bam - New Guinea-NE of - Papua New Guinea - 1954,Papua New Guinea,
G65,List of volcanic eruptions,"Camiguin, 1954",Camiguin - Mindanao-Philippines - Philippines - 1954,Philippines,
G65,List of volcanic eruptions,"Carran-Los Venados, 1955",Carran-Los Venados - Chile-C - Chile - 1955,Chile,
G65,List of volcanic eruptions,"Aira, 1955",Aira - Kyushu-Japan - Japan - 1955,Japan,
G65,List of volcanic eruptions,"Bezymianny, 1956",Bezymianny - Kamchatka - Russia - 1956,Russia,
G65,List of volcanic eruptions,"Vsevidof, 1957",Vsevidof - Aleutian Is - United States - 1957,United States,
G65,List of volcanic eruptions,"Unzendake, 1957",Unzendake - Kyushu-Japan - Japan - 1957,Japan,
G65,List of volcanic eruptions,"Izu-Oshima, 1957",Izu-Oshima - Izu Is-Japan - Japan - 1957,Japan,
G65,List of volcanic eruptions,"Asosan, 1957",Asosan - Kyushu-Japan - Japan - 1957,Japan,
G65,List of volcanic eruptions,"Mahawu, 1958",Mahawu - Sulawesi-Indonesia - Indonesia - 1958,Indonesia,
G65,List of volcanic eruptions,"Taisetsuzan, 1958",Taisetsuzan - Hokkaido-Japan - Japan - 1958,Japan,
G65,List of volcanic eruptions,"Kuwae, 1958",Kuwae - Vanuatu-SW Pacific - Vanuatu - 1958,Vanuatu,
G65,List of volcanic eruptions,"Puyehue-Cordon Caulle, 1960",Puyehue-Cordon Caulle - Chile-C - Chile - 1960,Chile,
G65,List of volcanic eruptions,"Calbuco, 1961",Calbuco - Chile-S - Chile - 1961,Chile,
G65,List of volcanic eruptions,"Midagahara, 1961",Midagahara - Honshu-Japan - Japan - 1961,Japan,
G65,List of volcanic eruptions,"Merapi, 1961",Merapi - Java - Indonesia - 1961,Indonesia,
G65,List of volcanic eruptions,"Taisetsuzan, 1961",Taisetsuzan - Hokkaido-Japan - Japan - 1961,Japan,
G65,List of volcanic eruptions,"Asamayama, 1961",Asamayama - Honshu-Japan - Japan - 1961,Japan,
G65,List of volcanic eruptions,"Tokachidake, 1962",Tokachidake - Hokkaido-Japan - Japan - 1962,Japan,
G65,List of volcanic eruptions,"Merapi, 1962",Merapi - Java - Indonesia - 1962,Indonesia,
G65,List of volcanic eruptions,"Gamalama, 1962",Gamalama - Halmahera-Indonesia - Indonesia - 1962,Indonesia,
G65,List of volcanic eruptions,"Irazu, 1963",Irazu - Costa Rica - Costa Rica - 1963,Costa Rica,
G65,List of volcanic eruptions,"Agung, 1963",Agung - Lesser Sunda Is - Indonesia - 1963,Indonesia,
G65,List of volcanic eruptions,"Semeru, 1963",Semeru - Java - Indonesia - 1963,Indonesia,
G65,List of volcanic eruptions,"Agung, 1963",Agung - Lesser Sunda Is - Indonesia - 1963,Indonesia,
G65,List of volcanic eruptions,"Villarrica, 1963",Villarrica - Chile-C - Chile - 1963,Chile,
G65,List of volcanic eruptions,"Batur, 1963",Batur - Lesser Sunda Is - Indonesia - 1963,Indonesia,
G65,List of volcanic eruptions,"Fuego, 1963",Fuego - Guatemala - Guatemala - 1963,Guatemala,
G65,List of volcanic eruptions,"Irazu, 1963",Irazu - Costa Rica - Costa Rica - 1963,Costa Rica,
G65,List of volcanic eruptions,"Paluweh, 1964",Paluweh - Lesser Sunda Is - Indonesia - 1964,Indonesia,
G65,List of volcanic eruptions,"Villarrica, 1964",Villarrica - Chile-C - Chile - 1964,Chile,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1964",Dieng Volcanic Complex - Java - Indonesia - 1964,Indonesia,
G65,List of volcanic eruptions,"Taal, 1965",Taal - Luzon-Philippines - Philippines - 1965,Philippines,
G65,List of volcanic eruptions,"Kick 'em Jenny, 1965",Kick 'em Jenny - W Indies - Netherlands - 1965,Netherlands,
G65,List of volcanic eruptions,"Tinakula, 1966",Tinakula - Santa Cruz Is-SW Pac - Solomon Is. - 1966,Solomon Islands,
G65,List of volcanic eruptions,"Kelud, 1966",Kelud - Java - Indonesia - 1966,Indonesia,
G65,List of volcanic eruptions,"Awu, 1966",Awu - Sangihe Is-Indonesia - Indonesia - 1966,Indonesia,
G65,List of volcanic eruptions,"Lengai, Ol Doinyo, 1966","Lengai, Ol Doinyo - Africa-E - Tanzania - 1966",Tanzania,
G65,List of volcanic eruptions,"Lengai, Ol Doinyo, 1967","Lengai, Ol Doinyo - Africa-E - Tanzania - 1967",Tanzania,
G65,List of volcanic eruptions,"Semeru, 1967",Semeru - Java - Indonesia - 1967,Indonesia,
G65,List of volcanic eruptions,"Midagahara, 1967",Midagahara - Honshu-Japan - Japan - 1967,Japan,
G65,List of volcanic eruptions,"Deception Island, 1967",Deception Island - Antarctica - Antarctica - 1967,Antarctica,
G65,List of volcanic eruptions,"Mayon, 1968",Mayon - Luzon-Philippines - Philippines - 1968,Philippines,
G65,List of volcanic eruptions,"Arenal, 1968",Arenal - Costa Rica - Costa Rica - 1968,Costa Rica,
G65,List of volcanic eruptions,"Merapi, 1969",Merapi - Java - Indonesia - 1969,Indonesia,
G65,List of volcanic eruptions,"Iya, 1969",Iya - Lesser Sunda Is - Indonesia - 1969,Indonesia,
G65,List of volcanic eruptions,"Didicas, 1969",Didicas - Luzon-N of - Philippines - 1969,Philippines,
G65,List of volcanic eruptions,"Naruko, 1969",Naruko - Honshu-Japan - Japan - 1969,Japan,
G65,List of volcanic eruptions,"Campi Flegrei, 1970",Campi Flegrei - Italy - Italy - 1970,Italy,
G65,List of volcanic eruptions,"Hekla, 1970",Hekla - Iceland-S - Iceland - 1970,Iceland,
G65,List of volcanic eruptions,"Hudson, Cerro, 1971","Hudson, Cerro - Chile-S - Chile - 1971",Chile,
G65,List of volcanic eruptions,"Tinakula, 1971",Tinakula - Santa Cruz Is-SW Pac - Solomon Is. - 1971,Solomon Islands,
G65,List of volcanic eruptions,"Fuego, 1971",Fuego - Guatemala - Guatemala - 1971,Guatemala,
G65,List of volcanic eruptions,"La Palma, 1971",La Palma - Canary Is - Spain - 1971,Spain,
G65,List of volcanic eruptions,"Villarrica, 1971",Villarrica - Chile-C - Chile - 1971,Chile,
G65,List of volcanic eruptions,"Kusatsu-Shiranesan, 1971",Kusatsu-Shiranesan - Honshu-Japan - Japan - 1971,Japan,
G65,List of volcanic eruptions,"Fournaise, Piton de la, 1972","Fournaise, Piton de la - Indian O-W - Reunion - 1972",Reunion,France
G65,List of volcanic eruptions,"Hakoneyama, 1972",Hakoneyama - Honshu-Japan - Japan - 1972,Japan,
G65,List of volcanic eruptions,"Ritter Island, 1972",Ritter Island - New Guinea-NE of - Papua New Guinea - 1972,Papua New Guinea,
G65,List of volcanic eruptions,"Vestmannaeyjar, 1973",Vestmannaeyjar - Iceland-S - Iceland - 1973,Iceland,
G65,List of volcanic eruptions,"Paluweh, 1973",Paluweh - Lesser Sunda Is - Indonesia - 1973,Indonesia,
G65,List of volcanic eruptions,"Hudson, Cerro, 1973","Hudson, Cerro - Chile-S - Chile - 1973",Chile,
G65,List of volcanic eruptions,"Iliwerung, 1973",Iliwerung - Lesser Sunda Is - Indonesia - 1973,Indonesia,
G65,List of volcanic eruptions,"Karangetang, 1974",Karangetang - Sangihe Is-Indonesia - Indonesia - 1974,Indonesia,
G65,List of volcanic eruptions,"Aira, 1974",Aira - Kyushu-Japan - Japan - 1974,Japan,
G65,List of volcanic eruptions,"Niigata-Yakeyama, 1974",Niigata-Yakeyama - Honshu-Japan - Japan - 1974,Japan,
G65,List of volcanic eruptions,"Aira, 1974",Aira - Kyushu-Japan - Japan - 1974,Japan,
G65,List of volcanic eruptions,"Fuego, 1974",Fuego - Guatemala - Guatemala - 1974,Guatemala,
G65,List of volcanic eruptions,"Ritter Island, 1974",Ritter Island - New Guinea-NE of - Papua New Guinea - 1974,Papua New Guinea,
G65,List of volcanic eruptions,"Merapi, 1974",Merapi - Java - Indonesia - 1974,Indonesia,
G65,List of volcanic eruptions,"Marapi, 1975",Marapi - Sumatra - Indonesia - 1975,Indonesia,
G65,List of volcanic eruptions,"Arenal, 1975",Arenal - Costa Rica - Costa Rica - 1975,Costa Rica,
G65,List of volcanic eruptions,"Kilauea, 1975",Kilauea - Hawaiian Is - United States - 1975,United States,
G65,List of volcanic eruptions,"Kusatsu-Shiranesan, 1976",Kusatsu-Shiranesan - Honshu-Japan - Japan - 1976,Japan,
G65,List of volcanic eruptions,"Sangay, 1976",Sangay - Ecuador - Ecuador - 1976,Ecuador,
G65,List of volcanic eruptions,"Semeru, 1976",Semeru - Java - Indonesia - 1976,Indonesia,
G65,List of volcanic eruptions,"Karangetang, 1976",Karangetang - Sangihe Is-Indonesia - Indonesia - 1976,Indonesia,
G65,List of volcanic eruptions,"Merapi, 1976",Merapi - Java - Indonesia - 1976,Indonesia,
G65,List of volcanic eruptions,"Nyiragongo, 1977","Nyiragongo - Africa-C - Congo, DRC - 1977",Democratic Republic of the Congo,
G65,List of volcanic eruptions,"Karthala, 1977",Karthala - Indian O-W - Comoros - 1977,Comoros,
G65,List of volcanic eruptions,"Krafla, 1977",Krafla - Iceland-NE - Iceland - 1977,Iceland,
G65,List of volcanic eruptions,"Klyuchevskoy, 1977",Klyuchevskoy - Kamchatka - Russia - 1977,Russia,
G65,List of volcanic eruptions,"Toya, 1977",Toya - Hokkaido-Japan - Japan - 1977,Japan,
G65,List of volcanic eruptions,"Bulusan, 1978",Bulusan - Luzon-Philippines - Philippines - 1978,Philippines,
G65,List of volcanic eruptions,"Santa Maria, 1978",Santa Maria - Guatemala - Guatemala - 1978,Guatemala,
G65,List of volcanic eruptions,"Semeru, 1978",Semeru - Java - Indonesia - 1978,Indonesia,
G65,List of volcanic eruptions,"Toya, 1978",Toya - Hokkaido-Japan - Japan - 1978,Japan,
G65,List of volcanic eruptions,"Tangkuban Parahu, 1978",Tangkuban Parahu - Java - Indonesia - 1978,Indonesia,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1979",Dieng Volcanic Complex - Java - Indonesia - 1979,Indonesia,
G65,List of volcanic eruptions,"Karkar, 1979",Karkar - New Guinea-NE of - Papua New Guinea - 1979,Papua New Guinea,
G65,List of volcanic eruptions,"Soufriere St. Vincent, 1979",Soufriere St. Vincent - W Indies - St. Vincent & the Grenadines - 1979,St. Vincent & the Grenadines,
G65,List of volcanic eruptions,"Etna, 1979",Etna - Italy - Italy - 1979,Italy,
G65,List of volcanic eruptions,"Iliwerung, 1979",Iliwerung - Lesser Sunda Is - Indonesia - 1979,Indonesia,
G65,List of volcanic eruptions,"Asosan, 1979",Asosan - Kyushu-Japan - Japan - 1979,Japan,
G65,List of volcanic eruptions,"St. Helens, 1980",St. Helens - US-Washington - United States - 1980,United States,
G65,List of volcanic eruptions,"Hekla, 1980",Hekla - Iceland-S - Iceland - 1980,Iceland,
G65,List of volcanic eruptions,"Hood, 1980",Hood - US-Oregon - United States - 1980,United States,
G65,List of volcanic eruptions,"Etna, 1981",Etna - Italy - Italy - 1981,Italy,
G65,List of volcanic eruptions,"Semeru, 1981",Semeru - Java - Indonesia - 1981,Indonesia,
G65,List of volcanic eruptions,"Alaid, 1981",Alaid - Kuril Is - Russia - 1981,Russia,
G65,List of volcanic eruptions,"Semeru, 1981",Semeru - Java - Indonesia - 1981,Indonesia,
G65,List of volcanic eruptions,"Mayon, 1981",Mayon - Luzon-Philippines - Philippines - 1981,Philippines,
G65,List of volcanic eruptions,"Paluweh, 1981",Paluweh - Lesser Sunda Is - Indonesia - 1981,Indonesia,
G65,List of volcanic eruptions,"Krakatau, 1981",Krakatau - Indonesia - Indonesia - 1981,Indonesia,
G65,List of volcanic eruptions,"Vilyuchinsky, 1981",Vilyuchinsky - Kamchatka - Russia - 1981,Russia,
G65,List of volcanic eruptions,"Chichon, El, 1982","Chichon, El - Mexico - Mexico - 1982",Mexico,
G65,List of volcanic eruptions,"Chichon, El, 1982","Chichon, El - Mexico - Mexico - 1982",Mexico,
G65,List of volcanic eruptions,"Galunggung, 1982",Galunggung - Java - Indonesia - 1982,Indonesia,
G65,List of volcanic eruptions,"Chichon, El, 1982","Chichon, El - Mexico - Mexico - 1982",Mexico,
G65,List of volcanic eruptions,"Klyuchevskoy, 1983",Klyuchevskoy - Kamchatka - Russia - 1983,Russia,
G65,List of volcanic eruptions,"Colo, 1983",Colo - Sulawesi-Indonesia - Indonesia - 1983,Indonesia,
G65,List of volcanic eruptions,"Iliwerung, 1983",Iliwerung - Lesser Sunda Is - Indonesia - 1983,Indonesia,
G65,List of volcanic eruptions,"Miyakejima, 1983",Miyakejima - Izu Is-Japan - Japan - 1983,Japan,
G65,List of volcanic eruptions,"Sumisujima, 1984",Sumisujima - Izu Is-Japan - Japan - 1984,Japan,
G65,List of volcanic eruptions,"Oku Volcanic Field, 1984",Oku Volcanic Field - Africa-W - Cameroon - 1984,Cameroon,
G65,List of volcanic eruptions,"Mayon, 1984",Mayon - Luzon-Philippines - Philippines - 1984,Philippines,
G65,List of volcanic eruptions,"Ontakesan, 1984",Ontakesan - Honshu-Japan - Japan - 1984,Japan,
G65,List of volcanic eruptions,"Etna, 1984",Etna - Italy - Italy - 1984,Italy,
G65,List of volcanic eruptions,"Semeru, 1985",Semeru - Java - Indonesia - 1985,Indonesia,
G65,List of volcanic eruptions,"Ruiz, Nevado del, 1985","Ruiz, Nevado del - Colombia - Colombia - 1985",Colombia,
G65,List of volcanic eruptions,"Etna, 1985",Etna - Italy - Italy - 1985,Italy,
G65,List of volcanic eruptions,"Akita-Yakeyama, 1986",Akita-Yakeyama - Honshu-Japan - Japan - 1986,Japan,
G65,List of volcanic eruptions,"Stromboli, 1986",Stromboli - Italy - Italy - 1986,Italy,
G65,List of volcanic eruptions,"Oku Volcanic Field, 1986",Oku Volcanic Field - Africa-W - Cameroon - 1986,Cameroon,
G65,List of volcanic eruptions,"Merapi, 1986",Merapi - Java - Indonesia - 1986,Indonesia,
G65,List of volcanic eruptions,"Izu-Oshima, 1986",Izu-Oshima - Izu Is-Japan - Japan - 1986,Japan,
G65,List of volcanic eruptions,"Pacaya, 1987",Pacaya - Guatemala - Guatemala - 1987,Guatemala,
G65,List of volcanic eruptions,"Etna, 1987",Etna - Italy - Italy - 1987,Italy,
G65,List of volcanic eruptions,"Sirung, 1987",Sirung - Lesser Sunda Is - Indonesia - 1987,Indonesia,
G65,List of volcanic eruptions,"Banda Api, 1988",Banda Api - Banda Sea - Pacific Ocean - 1988,,
G65,List of volcanic eruptions,"Arenal, 1988",Arenal - Costa Rica - Costa Rica - 1988,Costa Rica,
G65,List of volcanic eruptions,"Semeru, 1988",Semeru - Java - Indonesia - 1988,Indonesia,
G65,List of volcanic eruptions,"Lonquimay, 1988",Lonquimay - Chile-C - Chile - 1988,Chile,
G65,List of volcanic eruptions,"Akita-Yakeyama, 1988",Akita-Yakeyama - Honshu-Japan - Japan - 1988,Japan,
G65,List of volcanic eruptions,"Asosan, 1989",Asosan - Kyushu-Japan - Japan - 1989,Japan,
G65,List of volcanic eruptions,"Kirishimayama, 1989",Kirishimayama - Kyushu-Japan - Japan - 1989,Japan,
G65,List of volcanic eruptions,"Sheveluch, 1990",Sheveluch - Kamchatka - Russia - 1990,Russia,
G65,List of volcanic eruptions,"Kelud, 1990",Kelud - Java - Indonesia - 1990,Indonesia,
G65,List of volcanic eruptions,"Asosan, 1990",Asosan - Kyushu-Japan - Japan - 1990,Japan,
G65,List of volcanic eruptions,"Asosan, 1990",Asosan - Kyushu-Japan - Japan - 1990,Japan,
G65,List of volcanic eruptions,"Coropuna, 1990",Coropuna - Peru - Peru - 1990,Peru,
G65,List of volcanic eruptions,"Rabaul, 1990",Rabaul - New Britain-SW Pac - Papua New Guinea - 1990,Papua New Guinea,
G65,List of volcanic eruptions,"Santa Maria, 1990",Santa Maria - Guatemala - Guatemala - 1990,Guatemala,
G65,List of volcanic eruptions,"Asosan, 1990",Asosan - Kyushu-Japan - Japan - 1990,Japan,
G65,List of volcanic eruptions,"Nyiragongo, 1990","Nyiragongo - Africa-C - Congo, DRC - 1990",Democratic Republic of the Congo,
G65,List of volcanic eruptions,"Kelud, 1990",Kelud - Java - Indonesia - 1990,Indonesia,
G65,List of volcanic eruptions,"Unzendake, 1991",Unzendake - Kyushu-Japan - Japan - 1991,Japan,
G65,List of volcanic eruptions,"Pinatubo, 1991",Pinatubo - Luzon-Philippines - Philippines - 1991,Philippines,
G65,List of volcanic eruptions,"Mutnovsky, 1991",Mutnovsky - Kamchatka - Russia - 1991,Russia,
G65,List of volcanic eruptions,"Karthala, 1991",Karthala - Indian O-W - Comoros - 1991,Comoros,
G65,List of volcanic eruptions,"Hudson, Cerro, 1991","Hudson, Cerro - Chile-S - Chile - 1991",Chile,
G65,List of volcanic eruptions,"Lokon-Empung, 1991",Lokon-Empung - Sulawesi-Indonesia - Indonesia - 1991,Indonesia,
G65,List of volcanic eruptions,"Etna, 1991",Etna - Italy - Italy - 1991,Italy,
G65,List of volcanic eruptions,"Karangetang, 1992",Karangetang - Sangihe Is-Indonesia - Indonesia - 1992,Indonesia,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 1992",Dieng Volcanic Complex - Java - Indonesia - 1992,Indonesia,
G65,List of volcanic eruptions,"Negro, Cerro, 1992","Negro, Cerro - Nicaragua - Nicaragua - 1992",Nicaragua,
G65,List of volcanic eruptions,"Karangetang, 1992",Karangetang - Sangihe Is-Indonesia - Indonesia - 1992,Indonesia,
G65,List of volcanic eruptions,"Marapi, 1992",Marapi - Sumatra - Indonesia - 1992,Indonesia,
G65,List of volcanic eruptions,"Pinatubo, 1992",Pinatubo - Luzon-Philippines - Philippines - 1992,Philippines,
G65,List of volcanic eruptions,"Spurr, 1992",Spurr - Alaska-SW - United States - 1992,United States,
G65,List of volcanic eruptions,"Semeru, 1992",Semeru - Java - Indonesia - 1992,Indonesia,
G65,List of volcanic eruptions,"Galeras, 1993",Galeras - Colombia - Colombia - 1993,Colombia,
G65,List of volcanic eruptions,"Wurlali, 1993",Wurlali - Banda Sea - Indonesia - 1993,Indonesia,
G65,List of volcanic eruptions,"Mayon, 1993",Mayon - Luzon-Philippines - Philippines - 1993,Philippines,
G65,List of volcanic eruptions,"Guagua Pichincha, 1993",Guagua Pichincha - Ecuador - Ecuador - 1993,Ecuador,
G65,List of volcanic eruptions,"Kilauea, 1993",Kilauea - Hawaiian Is - United States - 1993,United States,
G65,List of volcanic eruptions,"Krakatau, 1993",Krakatau - Indonesia - Indonesia - 1993,Indonesia,
G65,List of volcanic eruptions,"Unzendake, 1993",Unzendake - Kyushu-Japan - Japan - 1993,Japan,
G65,List of volcanic eruptions,"Pinatubo, 1993",Pinatubo - Luzon-Philippines - Philippines - 1993,Philippines,
G65,List of volcanic eruptions,"Pinatubo, 1993",Pinatubo - Luzon-Philippines - Philippines - 1993,Philippines,
G65,List of volcanic eruptions,"Yasur, 1994",Yasur - Vanuatu-SW Pacific - Vanuatu - 1994,Vanuatu,
G65,List of volcanic eruptions,"Semeru, 1994",Semeru - Java - Indonesia - 1994,Indonesia,
G65,List of volcanic eruptions,"Asosan, 1994",Asosan - Kyushu-Japan - Japan - 1994,Japan,
G65,List of volcanic eruptions,"Huila, Nevado del, 1994","Huila, Nevado del - Colombia - Colombia - 1994",Colombia,
G65,List of volcanic eruptions,"Rabaul, 1994",Rabaul - New Britain-SW Pac - Papua New Guinea - 1994,Papua New Guinea,
G65,List of volcanic eruptions,"Rinjani, 1994",Rinjani - Lesser Sunda Is - Indonesia - 1994,Indonesia,
G65,List of volcanic eruptions,"Merapi, 1994",Merapi - Java - Indonesia - 1994,Indonesia,
G65,List of volcanic eruptions,"Yasur, 1995",Yasur - Vanuatu-SW Pacific - Vanuatu - 1995,Vanuatu,
G65,List of volcanic eruptions,"Yakedake, 1995",Yakedake - Honshu-Japan - Japan - 1995,Japan,
G65,List of volcanic eruptions,"Fogo, 1995",Fogo - Cape Verde Is - Cape Verde - 1995,Cape Verde,
G65,List of volcanic eruptions,"Pacaya, 1995",Pacaya - Guatemala - Guatemala - 1995,Guatemala,
G65,List of volcanic eruptions,"Kelimutu, 1995",Kelimutu - Lesser Sunda Is - Indonesia - 1995,Indonesia,
G65,List of volcanic eruptions,"Parker, 1995",Parker - Mindanao-Philippines - Philippines - 1995,Philippines,
G65,List of volcanic eruptions,"Karymsky, 1996",Karymsky - Kamchatka - Russia - 1996,Russia,
G65,List of volcanic eruptions,"Popocatepetl, 1996",Popocatepetl - Mexico - Mexico - 1996,Mexico,
G65,List of volcanic eruptions,"Kanlaon, 1996",Kanlaon - Philippines-C - Philippines - 1996,Philippines,
G65,List of volcanic eruptions,"Sumisujima, 1996",Sumisujima - Izu Is-Japan - Japan - 1996,Japan,
G65,List of volcanic eruptions,"Maderas, 1996",Maderas - Nicaragua - Nicaragua - 1996,Nicaragua,
G65,List of volcanic eruptions,"Grimsvotn, 1996",Grimsvotn - Iceland-NE - Iceland - 1996,Iceland,
G65,List of volcanic eruptions,"Manam, 1996",Manam - New Guinea-NE of - Papua New Guinea - 1996,Papua New Guinea,
G65,List of volcanic eruptions,"Merapi, 1997",Merapi - Java - Indonesia - 1997,Indonesia,
G65,List of volcanic eruptions,"Karangetang, 1997",Karangetang - Sangihe Is-Indonesia - Indonesia - 1997,Indonesia,
G65,List of volcanic eruptions,"Soufriere Hills, 1997",Soufriere Hills - W Indies - Montserrat - 1997,Montserrat,UK
G65,List of volcanic eruptions,"Hakkodasan, 1997",Hakkodasan - Honshu-Japan - Japan - 1997,Japan,
G65,List of volcanic eruptions,"Soufriere Hills, 1997",Soufriere Hills - W Indies - Montserrat - 1997,Montserrat,UK
G65,List of volcanic eruptions,"Semeru, 1997",Semeru - Java - Indonesia - 1997,Indonesia,
G65,List of volcanic eruptions,"Adatarayama, 1997",Adatarayama - Honshu-Japan - Japan - 1997,Japan,
G65,List of volcanic eruptions,"Asosan, 1997",Asosan - Kyushu-Japan - Japan - 1997,Japan,
G65,List of volcanic eruptions,"Soufriere Hills, 1997",Soufriere Hills - W Indies - Montserrat - 1997,Montserrat,UK
G65,List of volcanic eruptions,"Kilauea, 1998",Kilauea - Hawaiian Is - United States - 1998,United States,
G65,List of volcanic eruptions,"Kelud, 1998",Kelud - Java - Indonesia - 1998,Indonesia,
G65,List of volcanic eruptions,"San Cristobal, 1998",San Cristobal - Nicaragua - Nicaragua - 1998,Nicaragua,
G65,List of volcanic eruptions,"Soufriere Hills, 1999",Soufriere Hills - W Indies - Montserrat - 1999,Montserrat,UK
G65,List of volcanic eruptions,"Fuego, 1999",Fuego - Guatemala - Guatemala - 1999,Guatemala,
G65,List of volcanic eruptions,"Sheveluch, 1999",Sheveluch - Kamchatka - Russia - 1999,Russia,
G65,List of volcanic eruptions,"Guagua Pichincha, 1999",Guagua Pichincha - Ecuador - Ecuador - 1999,Ecuador,
G65,List of volcanic eruptions,"Tungurahua, 1999",Tungurahua - Ecuador - Ecuador - 1999,Ecuador,
G65,List of volcanic eruptions,"Miyakejima, 2000",Miyakejima - Izu Is-Japan - Japan - 2000,Japan,
G65,List of volcanic eruptions,"Semeru, 2000",Semeru - Java - Indonesia - 2000,Indonesia,
G65,List of volcanic eruptions,"Arenal, 2000",Arenal - Costa Rica - Costa Rica - 2000,Costa Rica,
G65,List of volcanic eruptions,"Kilauea, 2000",Kilauea - Hawaiian Is - United States - 2000,United States,
G65,List of volcanic eruptions,"Merapi, 2000",Merapi - Java - Indonesia - 2000,Indonesia,
G65,List of volcanic eruptions,"Etna, 2001",Etna - Italy - Italy - 2001,Italy,
G65,List of volcanic eruptions,"Etna, 2001",Etna - Italy - Italy - 2001,Italy,
G65,List of volcanic eruptions,"Merapi, 2001",Merapi - Java - Indonesia - 2001,Indonesia,
G65,List of volcanic eruptions,"Stromboli, 2001",Stromboli - Italy - Italy - 2001,Italy,
G65,List of volcanic eruptions,"Karangetang, 2002",Karangetang - Sangihe Is-Indonesia - Indonesia - 2002,Indonesia,
G65,List of volcanic eruptions,"Nyiragongo, 2002","Nyiragongo - Africa-C - Congo, DRC - 2002",Democratic Republic of the Congo,
G65,List of volcanic eruptions,"Etna, 2002",Etna - Italy - Italy - 2002,Italy,
G65,List of volcanic eruptions,"Reventador, 2002",Reventador - Ecuador - Ecuador - 2002,Ecuador,
G65,List of volcanic eruptions,"Stromboli, 2002",Stromboli - Italy - Italy - 2002,Italy,
G65,List of volcanic eruptions,"Semeru, 2002",Semeru - Java - Indonesia - 2002,Indonesia,
G65,List of volcanic eruptions,"Soufriere Hills, 2003",Soufriere Hills - W Indies - Montserrat - 2003,Montserrat,UK
G65,List of volcanic eruptions,"Egon, 2004",Egon - Lesser Sunda Is - Indonesia - 2004,Indonesia,
G65,List of volcanic eruptions,"Tengger Caldera, 2004",Tengger Caldera - Java - Indonesia - 2004,Indonesia,
G65,List of volcanic eruptions,"Manam, 2004",Manam - New Guinea-NE of - Papua New Guinea - 2004,Papua New Guinea,
G65,List of volcanic eruptions,"Manam, 2005",Manam - New Guinea-NE of - Papua New Guinea - 2005,Papua New Guinea,
G65,List of volcanic eruptions,"Santa Ana, 2005",Santa Ana - El Salvador - El Salvador - 2005,El Salvador,
G65,List of volcanic eruptions,"Karthala, 2005",Karthala - Indian O-W - Comoros - 2005,Comoros,
G65,List of volcanic eruptions,"Sumisujima, 2006",Sumisujima - Izu Is-Japan - Japan - 2006,Japan,
G65,List of volcanic eruptions,"Raoul Island, 2006",Raoul Island - Kermadec Is - New Zealand - 2006,New Zealand,
G65,List of volcanic eruptions,"Soufriere Hills, 2006",Soufriere Hills - W Indies - Montserrat - 2006,Montserrat,UK
G65,List of volcanic eruptions,"Bulusan, 2006",Bulusan - Luzon-Philippines - Philippines - 2006,Philippines,
